Station ID,Station Name,Latitude,Longitude,Elevation,County,Mesonet,First Data Date,Last Data Date,Status
,,,,,,,,,
PG528,Highway 198,36.19384,-120.76292,2761,Monterey,PGE,2019-09-12,2020-12-03,INACTIVE
,,,,,,,,,
PG529,San Jose Mines Road,37.39532,-121.49043,2194,Santa Clara,PGE,2020-07-24,2021-01-11,ACTIVE
,,,,,,,,,
PG530,Ten Mile Cutoff Road,38.86919,-123.59068,921,Mendocino,PGE,2019-09-09,2020-12-03,INACTIVE
,,,,,,,,,
PG531,Mendenhall Del Valle,37.5935,-121.6882,1130,Alameda,PGE,2019-08-16,2020-12-03,INACTIVE
,,,,,,,,,
PG532,Stags Leap Overlook,35.65776,-120.76315,1649,San Luis Obispo,PGE,2019-09-13,2021-01-11,ACTIVE
,,,,,,,,,
PG533,Road 606,37.21486,-119.87973,834,Madera,PGE,2019-09-06,2020-12-03,INACTIVE
,,,,,,,,,
PG534,San Juan Grade,36.826,-121.581,1277,San Benito,PGE,2019-08-27,2021-01-11,ACTIVE
,,,,,,,,,
PG535,Mt. Hamilton Road,37.32365,-121.70049,1404,Santa Clara,PGE,2019-08-16,2020-12-03,INACTIVE
,,,,,,,,,
PG536,Avila Beach,35.19118,-120.67545,526,San Luis Obispo,PGE,2019-08-07,2020-10-21,INACTIVE
,,,,,,,,,
PG537,Camp Roberts,35.70162,-120.81199,1225,San Luis Obispo,PGE,2019-08-09,2020-12-03,INACTIVE
,,,,,,,,,
PG538,Beegum Road,40.22468,-122.31075,406,Tehama,PGE,2019-09-12,2021-01-11,ACTIVE
,,,,,,,,,
PG539,Tin Barn Road,38.61804,-123.29382,1065,Sonoma,PGE,2019-09-05,2021-01-11,ACTIVE
,,,,,,,,,
PG540,Highway 162,39.58987,-122.45331,619,Glenn,PGE,2019-09-11,2020-12-03,INACTIVE
,,,,,,,,,
PG541,Vineyard Canyon Road,35.92583,-120.50098,1859,Monterey,PGE,2019-08-08,2020-12-03,INACTIVE
,,,,,,,,,
PG542,Las Aquilas,36.4456,-121.2923,597,Monterey,PGE,2019-08-29,2021-01-11,ACTIVE
,,,,,,,,,
PG543,Chualar Canyon Road,36.59245,-121.43021,945,Monterey,PGE,2019-08-28,2021-01-11,ACTIVE
,,,,,,,,,
PG544,Los Osos Road,35.3457,-120.79586,474,San Luis Obispo,PGE,2019-08-07,2021-01-11,ACTIVE
,,,,,,,,,
PG545,Confidence Road,38.02869,-120.20741,4044,Tuolumne,PGE,2019-08-07,2021-01-11,ACTIVE
,,,,,,,,,
PG546,Humboldt Highway 128,38.88626,-123.15938,922,Mendocino,PGE,2019-12-06,2020-12-03,INACTIVE
,,,,,,,,,
PG547,Highway 152,37.00938,-121.36751,522,Santa Clara,PGE,2019-09-11,2021-01-11,ACTIVE
,,,,,,,,,
PG548,Spolini Mountain,38.23202,-122.49816,825,Sonoma,PGE,2019-08-11,2021-01-11,ACTIVE
,,,,,,,,,
PG549,Mill Creek Vineyard,38.61309,-122.99545,1543,Sonoma,PGE,2019-08-20,2021-01-11,ACTIVE
,,,,,,,,,
PG550,San Geronimo Ridge Road,37.99868,-122.656,1322,Marin,PGE,2019-08-26,2021-01-11,ACTIVE
,,,,,,,,,
PG551,Casmalia,34.84402,-120.51891,333,Santa Barbara,PGE,2019-08-29,2021-01-11,ACTIVE
,,,,,,,,,
PG552,Water Road,37.6253,-121.8094,847,Alameda,PGE,2019-08-18,2021-01-11,ACTIVE
,,,,,,,,,
PG553,Healdsburg Hill,38.64986,-122.75877,755,Sonoma,PGE,2019-08-26,2021-01-11,ACTIVE
,,,,,,,,,
PG554,King Ridge Road East,38.60186,-123.20463,1707,Sonoma,PGE,2019-08-16,2021-01-11,ACTIVE
,,,,,,,,,
PG555,French Town Road,39.38936,-121.25855,1474,Yuba,PGE,2019-08-18,2021-01-11,ACTIVE
,,,,,,,,,
PG556,Muniz Ranch Road,38.50544,-123.1402,1766,Sonoma,PGE,2019-08-26,2021-01-11,ACTIVE
,,,,,,,,,
PG557,Sills Road,38.9305,-122.0979,449,Colusa,PGE,2019-08-18,2020-12-03,INACTIVE
,,,,,,,,,
PG558,Wild View Way,38.52354,-122.67535,1242,Sonoma,PGE,2019-08-22,2021-01-11,ACTIVE
,,,,,,,,,
PG559,Signal Peak,39.30878,-123.05527,1189,Mendocino,PGE,2019-08-30,2020-12-03,INACTIVE
,,,,,,,,,
PG560,Mohrhardt Ridge Tower,38.57758,-123.15934,2230,Sonoma,PGE,2019-09-03,2020-12-03,INACTIVE
,,,,,,,,,
PG561,Loma Rica Road,39.33073,-121.36316,784,Yuba,PGE,2019-08-18,2020-12-02,INACTIVE
,,,,,,,,,
PG562,Morelli Vista,38.31945,-122.6061,1095,Sonoma,PGE,2019-08-26,2021-01-11,ACTIVE
,,,,,,,,,
PG563,Eagle Peak,39.55948,-122.43902,535,Glenn,PGE,2019-09-03,2020-12-03,INACTIVE
,,,,,,,,,
PG564,Nelligan Road,38.38857,-122.52252,371,Sonoma,PGE,2019-08-26,2021-01-11,ACTIVE
,,,,,,,,,
PG565,Warm Springs Ranch,38.66523,-123.0777,1483,Sonoma,PGE,2019-08-26,2021-01-11,ACTIVE
,,,,,,,,,
PG566,Mace Road,38.75451,-120.65437,3251,El Dorado,PGE,2019-08-18,2021-01-11,ACTIVE
,,,,,,,,,
PG567,Sherridan Road,37.54691,-121.89995,1138,Alameda,PGE,2019-09-02,2021-01-11,ACTIVE
,,,,,,,,,
PG568,Triangle Road,37.50102,-119.81082,3282,Mariposa,PGE,2019-08-12,2021-01-11,ACTIVE
,,,,,,,,,
PG569,Whale Rock Reservoir,35.46411,-120.8582,635,San Luis Obispo,PGE,2019-08-16,2021-01-11,ACTIVE
,,,,,,,,,
PG570,Sudden Peak,34.59121,-120.52913,717,Santa Barbara,PGE,2019-08-15,2020-12-03,INACTIVE
,,,,,,,,,
PG571,Oak Grove Road,37.36438,-119.87048,1736,Mariposa,PGE,2019-08-11,2021-01-11,ACTIVE
,,,,,,,,,
PG572,Sills Lane,39.47484,-121.24633,2438,Yuba,PGE,2019-08-07,2021-01-11,ACTIVE
,,,,,,,,,
PG573,Powerhouse 225,37.20604,-119.49851,2597,Madera,PGE,2019-08-12,2021-01-11,ACTIVE
,,,,,,,,,
PG574,Diamond Ranch Road,39.57468,-122.6032,1185,Glenn,PGE,2019-08-04,2021-01-11,ACTIVE
,,,,,,,,,
PG575,Morissey Road Towers,37.5325,-120.0519,3294,Mariposa,PGE,2019-08-12,2021-01-11,ACTIVE
,,,,,,,,,
PG576,Cuyama Highway Hills,35.07144,-120.16187,1246,Santa Barbara,PGE,2019-08-14,2020-12-03,INACTIVE
,,,,,,,,,
PG577,North Lake Berryessa,38.67932,-122.26664,501,Napa,PGE,2019-08-08,2021-01-11,ACTIVE
,,,,,,,,,
PG578,Grindlay Ranch Road,40.64935,-121.88076,2523,Shasta,PGE,2019-08-07,2020-12-03,INACTIVE
,,,,,,,,,
PG579,Rock Front Ranch,35.10986,-120.09006,1377,Santa Barbara,PGE,2019-08-14,2020-12-03,INACTIVE
,,,,,,,,,
PG580,Lower Mad River Overlook,40.26097,-123.33013,3085,Trinity,PGE,2019-08-05,2021-01-11,ACTIVE
,,,,,,,,,
PG581,San Pedro Tower,37.99135,-122.50013,1003,Marin,PGE,2019-08-08,2021-01-11,ACTIVE
,,,,,,,,,
PG582,Little Giant Mill Road,40.30659,-121.76194,3532,Tehama,PGE,2019-08-07,2020-12-03,INACTIVE
,,,,,,,,,
PG583,Sky Ranch,38.42077,-122.08395,2007,Solano,PGE,2019-08-08,2020-08-20,INACTIVE
,,,,,,,,,
PG584,Zenia,40.20492,-123.49887,2816,Trinity,PGE,2019-08-08,2021-01-11,ACTIVE
,,,,,,,,,
PG585,X Line Road,40.50407,-121.64886,4850,Shasta,PGE,2019-08-13,2020-12-03,INACTIVE
,,,,,,,,,
PG586,North Powerhouse Road,37.1088,-119.50245,2220,Fresno,PGE,2019-08-13,2021-01-11,ACTIVE
,,,,,,,,,
PG587,Kern Hills,35.54964,-118.92164,1075,Kern,PGE,2019-08-13,2021-01-11,ACTIVE
,,,,,,,,,
PG588,Fair View Road,37.65541,-122.00302,1495,Alameda,PGE,2019-09-02,2021-01-11,ACTIVE
,,,,,,,,,
PG589,Caribou Butte Valley Road,40.09184,-121.14166,4050,Plumas,PGE,2019-09-01,2021-01-11,ACTIVE
,,,,,,,,,
PG590,Sweetwater Springs Road,38.53719,-122.89536,556,Sonoma,PGE,2019-08-31,2021-01-11,ACTIVE
,,,,,,,,,
PG591,SC Mountain Winery,37.16561,-122.03026,2243,Santa Cruz,PGE,2019-08-22,2021-01-11,ACTIVE
,,,,,,,,,
PG592,Paynes Creek Wagon Road,40.24792,-122.14887,615,Tehama,PGE,2019-08-29,2021-01-11,ACTIVE
,,,,,,,,,
PG593,Sonoma Hilltop Towers,38.45233,-122.50958,2530,Sonoma,PGE,2019-09-09,2021-01-11,ACTIVE
,,,,,,,,,
PG594,Green Valley Road,35.53392,-120.99955,676,San Luis Obispo,PGE,2019-09-01,2021-01-11,ACTIVE
,,,,,,,,,
PG595,Oasis,38.99186,-122.95913,1965,Lake,PGE,2019-09-02,2020-11-07,INACTIVE
,,,,,,,,,
PG596,Mendocino Pass,39.83261,-123.0883,2161,Mendocino,PGE,2019-08-26,2020-12-03,INACTIVE
,,,,,,,,,
PG597,Truck Road,41.06415,-124.09269,664,Humboldt,PGE,2019-08-26,2021-01-11,ACTIVE
,,,,,,,,,
PG598,Rail Canyon Road,39.35144,-122.45676,2250,Colusa,PGE,2019-08-20,2021-01-11,ACTIVE
,,,,,,,,,
PG599,Tuscan Buttes,40.26236,-122.09273,1840,Tehama,PGE,2019-08-26,2021-01-11,ACTIVE
,,,,,,,,,
PG600,Hamilton Branch,40.31308,-121.2135,4508,Plumas,PGE,2019-08-20,2021-01-11,ACTIVE
,,,,,,,,,
PG601,Gunsight Fire Road (Old),38.02503,-122.63212,1149,Marin,PGE,2019-08-20,2020-05-15,INACTIVE
,,,,,,,,,
PG602,Mountain View Road,38.95274,-123.67764,299,Mendocino,PGE,2019-09-03,2021-01-11,ACTIVE
,,,,,,,,,
PG603,Hillcrest Drive,40.00538,-122.40608,705,Tehama,PGE,2019-08-26,2021-01-11,ACTIVE
,,,,,,,,,
PG604,Fair Play Road,38.59413,-120.69144,2258,El Dorado,PGE,2019-08-26,2021-01-11,ACTIVE
,,,,,,,,,
PG605,Sears Ranch,37.34139,-122.2774,972,San Mateo,PGE,2019-08-29,2021-01-11,ACTIVE
,,,,,,,,,
PG606,Cow Mountain,39.11143,-123.08334,3096,Lake,PGE,2019-09-03,2021-01-11,ACTIVE
,,,,,,,,,
PG607,Pickett Road,38.58775,-122.55471,386,Napa,PGE,2019-08-26,2021-01-11,ACTIVE
,,,,,,,,,
PG608,Mt. Umunhum,37.16011,-121.90716,3319,Santa Clara,PGE,2019-12-04,2021-01-11,ACTIVE
,,,,,,,,,
PG609,Crocker Ridge,36.05603,-121.27331,2451,Monterey,PGE,2019-12-02,2021-01-11,ACTIVE
,,,,,,,,,
PG610,KNPT Towers,37.10843,-121.8449,3722,Santa Clara,PGE,2019-11-26,2021-01-11,ACTIVE
,,,,,,,,,
PG611,Tepesquet Canyon Road,34.917,-120.21675,1757,Santa Barbara,PGE,2019-12-10,2021-01-11,ACTIVE
,,,,,,,,,
PG612,Redwood Drive,37.0309,-121.79164,1140,Santa Cruz,PGE,2019-11-27,2021-01-11,ACTIVE
,,,,,,,,,
PG613,Mount Olive Road,39.14375,-120.98124,2351,Nevada,PGE,2020-01-14,2021-01-11,ACTIVE
,,,,,,,,,
PG614,Cool,38.89528,-121.01135,1583,El Dorado,PGE,2020-05-14,2021-01-11,ACTIVE
,,,,,,,,,
PG615,Priest Station,37.8136,-120.27393,2510,Tuolumne,PGE,2019-12-21,2020-12-03,INACTIVE
,,,,,,,,,
PG616,French Gulch,40.71272,-122.6374,1376,Shasta,PGE,2019-11-22,2021-01-11,ACTIVE
,,,,,,,,,
PG617,Whiskeytown-Shasta,40.62254,-122.49539,977,Shasta,PGE,2019-11-20,2021-01-11,ACTIVE
,,,,,,,,,
PG618,Lockwood San Lucas Road,36.01578,-121.06782,1653,Monterey,PGE,2019-11-22,2020-12-03,INACTIVE
,,,,,,,,,
PG619,Paseo Vista Ave,37.11898,-121.56979,993,Santa Clara,PGE,2019-11-27,2021-01-11,ACTIVE
,,,,,,,,,
PG620,Whimsy Mine,36.43394,-120.66238,1964,San Benito,PGE,2020-03-14,2020-12-03,INACTIVE
,,,,,,,,,
PG621,Argyle Road,36.02381,-121.17082,1109,Monterey,PGE,2019-11-23,2021-01-11,ACTIVE
,,,,,,,,,
PG622,Old Coast Tower,36.31622,-121.8714,1207,Monterey,PGE,2019-11-20,2021-01-11,ACTIVE
,,,,,,,,,
PG623,Hot Springs Road,38.78259,-123.03321,873,Sonoma,PGE,2019-11-23,2021-01-11,ACTIVE
,,,,,,,,,
PG624,Palo Escrito,36.40906,-121.49669,4345,Monterey,PGE,2020-01-14,2021-01-11,ACTIVE
,,,,,,,,,
PG625,Hunter Liggett,35.9508,-121.23293,1828,Monterey,PGE,2019-11-21,2021-01-11,ACTIVE
,,,,,,,,,
PG626,York Mountain Road,35.54428,-120.83129,1588,San Luis Obispo,PGE,2019-11-26,2021-01-11,ACTIVE
,,,,,,,,,
PG627,Lexington Reservoir,37.20146,-121.99082,666,Santa Clara,PGE,2019-11-26,2021-01-11,ACTIVE
,,,,,,,,,
PG629,Island Mountain Road,40.04549,-123.57752,2161,Humboldt,PGE,2020-05-02,2020-12-03,INACTIVE
,,,,,,,,,
PG630,Troost Trail,39.32429,-121.16798,2262,Nevada,PGE,2020-03-06,2021-01-11,ACTIVE
,,,,,,,,,
PG631,English Hill,38.34721,-122.8654,907,Sonoma,PGE,2020-03-04,2021-01-11,ACTIVE
,,,,,,,,,
PG632,Pelato Peak,34.92047,-119.40578,4496,Kern,PGE,2020-04-04,2021-01-11,ACTIVE
,,,,,,,,,
PG633,Old Creek Road,35.49152,-120.82263,1430,San Luis Obispo,PGE,2020-04-25,2021-01-11,ACTIVE
,,,,,,,,,
PG634,San Simeon Creek Road,35.64226,-121.05893,1099,San Luis Obispo,PGE,2020-03-04,2021-01-11,ACTIVE
,,,,,,,,,
PG635,Frazier Lake Road,36.97664,-121.41786,403,Santa Clara,PGE,2020-04-28,2021-01-11,ACTIVE
,,,,,,,,,
PG636,Hudson Canyon,34.90377,-120.22789,803,Santa Barbara,PGE,2020-03-25,2020-12-03,INACTIVE
,,,,,,,,,
PG638,McKinnley Grove Road,37.00572,-118.97095,6542,Fresno,PGE,2020-05-01,2021-01-11,ACTIVE
,,,,,,,,,
PG639,Hogback Drive,36.65195,-119.00218,3558,Tulare,PGE,2020-04-23,2021-01-11,ACTIVE
,,,,,,,,,
PG640,Owens Mountain,36.93016,-119.64195,1602,Fresno,PGE,2020-03-13,2021-01-11,ACTIVE
,,,,,,,,,
PG641,Higgins Canyon Road,37.45172,-122.41409,151,San Mateo,PGE,2020-07-01,2020-12-03,INACTIVE
,,,,,,,,,
PG642,Huasna,35.11621,-120.3913,743,San Luis Obispo,PGE,2020-03-27,2020-12-03,INACTIVE
,,,,,,,,,
PG643,Old Adobe Road,36.94774,-121.81515,278,Santa Cruz,PGE,2020-08-06,2021-01-11,ACTIVE
,,,,,,,,,
PG644,Old Highway Road,41.05644,-121.27922,3656,Lassen,PGE,2020-02-29,2021-01-11,ACTIVE
,,,,,,,,,
PG645,Chemise Road,38.64857,-122.96095,890,Sonoma,PGE,2020-02-29,2021-01-11,ACTIVE
,,,,,,,,,
PG646,Los Alamos Road,38.48555,-122.6014,1396,Sonoma,PGE,2020-07-16,2021-01-11,ACTIVE
,,,,,,,,,
PG647,Bena Road,35.33396,-118.7349,1053,Kern,PGE,2020-03-19,2021-01-11,ACTIVE
,,,,,,,,,
PG648,Arco-Cholame,35.70976,-120.10179,1243,Kern,PGE,2019-12-07,2021-01-11,ACTIVE
,,,,,,,,,
PG649,Beartrap Road,34.86586,-118.8342,4270,Kern,PGE,2019-12-11,2021-01-11,ACTIVE
,,,,,,,,,
PG650,Happy Canyon Hill,34.63159,-119.99153,976,Santa Barbara,PGE,2019-12-10,2021-01-11,ACTIVE
,,,,,,,,,
PG651,Arroya Sausal Road,38.14358,-122.79209,538,Marin,PGE,2020-05-16,2020-12-03,INACTIVE
,,,,,,,,,
PG652,Santa Fe Geothermal,38.78704,-122.74693,3881,Sonoma,PGE,2020-05-21,2021-01-11,ACTIVE
,,,,,,,,,
PG653,Arroyo Seco Road,36.24964,-121.44279,1620,Monterey,PGE,2019-12-05,2021-01-11,ACTIVE
,,,,,,,,,
PG654,Digier Road Hilltop,34.89531,-118.9452,5099,Kern,PGE,2019-12-07,2021-01-11,ACTIVE
,,,,,,,,,
PG655,Poy Ah Now Road,37.21565,-119.48805,2637,Madera,PGE,2020-05-26,2021-01-11,ACTIVE
,,,,,,,,,
PG656,Webster Road,35.44795,-120.54788,1532,San Luis Obispo,PGE,2019-12-04,2020-12-03,INACTIVE
,,,,,,,,,
PG657,Coleman Valley Road West,38.39428,-123.0449,955,Sonoma,PGE,2020-07-10,2021-01-11,ACTIVE
,,,,,,,,,
PG658,Elwood Road,36.81381,-119.37511,807,Fresno,PGE,2020-04-30,2021-01-11,ACTIVE
,,,,,,,,,
PG659,Black Diamond Mine,37.96355,-121.88951,975,Contra Costa,PGE,2020-05-04,2021-01-11,ACTIVE
,,,,,,,,,
PG660,Cienega Road,36.71221,-121.33966,871,San Benito,PGE,2020-09-06,2021-01-11,ACTIVE
,,,,,,,,,
PG661,Centerville Road,39.8226,-121.64123,1413,Butte,PGE,2020-07-10,2021-01-11,ACTIVE
,,,,,,,,,
PG662,Chrome,39.75394,-122.54691,773,Glenn,PGE,2020-04-17,2021-01-11,ACTIVE
,,,,,,,,,
PG663,Frenchtown,38.62799,-120.93767,1208,El Dorado,PGE,2020-04-17,2021-01-11,ACTIVE
,,,,,,,,,
PG664,Pozo Road,35.31295,-120.32421,1603,San Luis Obispo,PGE,2020-04-16,2020-12-03,INACTIVE
,,,,,,,,,
PG665,Cat Canyon Road,34.79213,-120.26144,1261,Santa Barbara,PGE,2020-04-25,2021-01-11,ACTIVE
,,,,,,,,,
PG666,Shake Ridge Road,38.44318,-120.73345,1883,Amador,PGE,2020-04-25,2021-01-11,ACTIVE
,,,,,,,,,
PG667,Coldwater Creek Road,38.83461,-122.88068,1849,Sonoma,PGE,2020-04-14,2021-01-11,ACTIVE
,,,,,,,,,
PG668,Coal Pit Road,40.45459,-122.524,1005,Shasta,PGE,2020-05-07,2021-01-11,ACTIVE
,,,,,,,,,
PG669,Grub Gulch,37.33102,-119.77093,2388,Madera,PGE,2020-04-25,2021-01-11,ACTIVE
,,,,,,,,,
PG670,Fay Hill,37.86197,-122.1196,862,Contra Costa,PGE,2020-05-15,2021-01-11,ACTIVE
,,,,,,,,,
PG671,Los Animas,37.22717,-121.66081,759,Santa Clara,PGE,2020-05-11,2020-12-03,INACTIVE
,,,,,,,,,
PG672,Woodland Pond Trail,37.23515,-119.55431,2936,Madera,PGE,2020-04-30,2021-01-11,ACTIVE
,,,,,,,,,
PG673,La Grange Road,37.82962,-120.47614,1186,Tuolumne,PGE,2020-04-29,2021-01-11,ACTIVE
,,,,,,,,,
PG674,Mt. Alison,37.49937,-121.87082,2647,Alameda,PGE,2020-05-07,2021-01-11,ACTIVE
,,,,,,,,,
PG675,Bohn Lake,38.73935,-122.44801,1228,Lake,PGE,2020-03-31,2021-01-11,ACTIVE
,,,,,,,,,
PG676,Kahn Road,40.30268,-122.45083,592,Tehama,PGE,2020-05-05,2021-01-11,ACTIVE
,,,,,,,,,
PG677,Black Mountain,35.38808,-120.35413,3048,San Luis Obispo,PGE,2020-04-25,2021-01-11,ACTIVE
,,,,,,,,,
PG678,Kramer Road,41.12661,-121.19126,4125,Lassen,PGE,2020-04-25,2021-01-11,ACTIVE
,,,,,,,,,
PG679,Cummings Peak,38.02525,-122.19562,818,Contra Costa,PGE,2020-10-02,2021-01-11,ACTIVE
,,,,,,,,,
PG680,Pine Hill,38.71953,-120.99006,2030,El Dorado,PGE,2020-06-22,2021-01-11,ACTIVE
,,,,,,,,,
PG681,Bear Mountain,36.74639,-119.28009,3388,Fresno,PGE,2020-07-25,2021-01-11,ACTIVE
,,,,,,,,,
PG682,Nacimiento Lake Drive,35.8364,-120.84446,681,Monterey,PGE,2020-07-10,2021-01-11,ACTIVE
,,,,,,,,,
PG683,Holdridge Road,36.1091,-118.88981,794,Tulare,PGE,2020-06-18,2021-01-11,ACTIVE
,,,,,,,,,
PG684,San Joaquin Ridge,36.30162,-120.40109,3563,Fresno,PGE,2020-06-22,2021-01-11,ACTIVE
,,,,,,,,,
PG685,Skyline,37.3099,-122.16922,2158,San Mateo,PGE,2020-07-16,2020-12-03,INACTIVE
,,,,,,,,,
PG686,Wolf Mountain,39.14052,-121.09481,2379,Nevada,PGE,2020-08-05,2021-01-11,ACTIVE
,,,,,,,,,
PG687,Mines Road North,37.61273,-121.67331,1541,Alameda,PGE,2020-07-24,2021-01-11,ACTIVE
,,,,,,,,,
PG688,Morgan Valley Road East,38.88564,-122.51081,1855,Lake,PGE,2020-07-09,2021-01-11,ACTIVE
,,,,,,,,,
PG689,South Black Diamond Way,37.94289,-121.8906,1882,Contra Costa,PGE,2020-06-25,2021-01-11,ACTIVE
,,,,,,,,,
PG690,Moose Road,39.00188,-123.21043,1247,Mendocino,PGE,2020-06-20,2020-12-03,INACTIVE
,,,,,,,,,
PG691,Southern Slope Mt Diablo,37.86283,-121.92969,2327,Contra Costa,PGE,2020-06-04,2020-08-22,INACTIVE
,,,,,,,,,
PG692,Cedar Lane,37.60778,-120.20948,1993,Mariposa,PGE,2020-07-28,2020-12-03,INACTIVE
,,,,,,,,,
PG693,Marshall Petaluma Road,38.16361,-122.87621,375,Marin,PGE,2020-12-11,2021-01-11,ACTIVE
,,,,,,,,,
PG694,Doty Flat,38.90872,-121.15174,733,Placer,PGE,2020-07-30,2021-01-11,ACTIVE
,,,,,,,,,
PG695,Drum Forebay,39.25326,-120.74892,4755,Placer,PGE,2020-06-25,2021-01-11,ACTIVE
,,,,,,,,,
PG696,Diablo-Blackhawk,37.83527,-121.89737,1916,Contra Costa,PGE,2020-07-17,2021-01-11,ACTIVE
,,,,,,,,,
PG697,Colusa Hills,39.09786,-122.33579,1122,Colusa,PGE,2020-05-29,2021-01-11,ACTIVE
,,,,,,,,,
PG698,Cisco Buttes,39.306,-120.56263,6409,Placer,PGE,2020-07-01,2021-01-11,ACTIVE
,,,,,,,,,
PG699,Sulphur Springs Ave,38.48801,-122.45957,242,Napa,PGE,2020-09-26,2021-01-11,ACTIVE
,,,,,,,,,
PG700,Second Ave - Napa,38.30253,-122.24369,117,Napa,PGE,2020-09-26,2021-01-11,ACTIVE
,,,,,,,,,
PG701,Morro Road,35.46506,-120.67178,915,San Luis Obispo,PGE,2020-09-28,2021-01-11,ACTIVE
,,,,,,,,,
PG702,Silverado Trail,38.41731,-122.337,111,Napa,PGE,2020-09-30,2021-01-11,ACTIVE
,,,,,,,,,
PG703,Armstrong Road South,38.21008,-120.45698,2413,Calaveras,PGE,2020-09-25,2021-01-11,ACTIVE
,,,,,,,,,
PG704,Long Ridge,36.43058,-121.73637,2004,Monterey,PGE,2020-10-10,2021-01-11,ACTIVE
,,,,,,,,,
PG705,Montebenito Ranch,36.6662,-121.38744,2290,San Benito,PGE,2020-10-14,2021-01-11,ACTIVE
,,,,,,,,,
PG706,San Diego Road,35.4454,-120.66801,1152,San Luis Obispo,PGE,2020-09-29,2021-01-11,ACTIVE
,,,,,,,,,
PG707,Wooden Valley Cross Road,38.32346,-122.12656,647,Napa,PGE,2020-09-27,2021-01-11,ACTIVE
,,,,,,,,,
PG708,Gold Tree Sub,35.32087,-120.69324,458,San Luis Obispo,PGE,2020-10-09,2021-01-11,ACTIVE
,,,,,,,,,
PG709,Live Oak Road,35.58972,-120.72485,929,San Luis Obispo,PGE,2020-09-24,2021-01-11,ACTIVE
,,,,,,,,,
PG710,Lower Arbor Road,35.59964,-120.71607,902,San Luis Obispo,PGE,2020-09-24,2021-01-11,ACTIVE
,,,,,,,,,
PG711,Orcutt Road,35.22503,-120.59892,322,San Luis Obispo,PGE,2020-09-30,2021-01-11,ACTIVE
,,,,,,,,,
PG712,Peninsula Road,37.79361,-122.12802,756,Alameda,PGE,2020-12-03,2020-12-03,ACTIVE
,,,,,,,,,
PG713,Lovers Lane,36.96602,-121.43299,155,San Benito,PGE,2020-10-03,2021-01-11,ACTIVE
,,,,,,,,,
PG714,Soscol Creek Road,38.23971,-122.26621,80,Napa,PGE,2020-09-25,2021-01-11,ACTIVE
,,,,,,,,,
PG715,Mt. Lowe,35.30858,-120.59963,2628,San Luis Obispo,PGE,2020-10-16,2021-01-11,ACTIVE
,,,,,,,,,
PG716,Kahler Court,37.43136,-121.80506,1783,Santa Clara,PGE,2020-11-22,2021-01-11,ACTIVE
,,,,,,,,,
PG717,Lopez Drive,35.17429,-120.52904,360,San Luis Obispo,PGE,2020-10-30,2021-01-11,ACTIVE
,,,,,,,,,
PG718,Hwy 154,34.55696,-119.91594,980,Santa Barbara,PGE,2020-10-05,2021-01-11,ACTIVE
,,,,,,,,,
PG719,Branscomb Road,39.65167,-123.52761,1942,Mendocino,PGE,2020-05-01,2021-01-11,ACTIVE
,,,,,,,,,
PG720,Eastmont Road,35.49947,-118.86429,1255,Kern,PGE,2020-04-29,2021-01-11,ACTIVE
,,,,,,,,,
PG721,Pittman Hill Road,36.94919,-119.44894,1233,Fresno,PGE,2020-04-24,2021-01-11,ACTIVE
,,,,,,,,,
PG722,Kern Canyon,35.43223,-118.78015,1189,Kern,PGE,2020-04-29,2021-01-11,ACTIVE
,,,,,,,,,
PG723,BFI Office,37.5092,-122.40675,1092,San Mateo,PGE,2020-05-08,2021-01-11,ACTIVE
,,,,,,,,,
PG724,Harry Road,37.21552,-121.80454,988,Santa Clara,PGE,2020-05-22,2021-01-11,ACTIVE
,,,,,,,,,
PG725,Thomas Road,38.45645,-122.90642,341,Sonoma,PGE,2020-05-06,2021-01-11,ACTIVE
,,,,,,,,,
PG726,Kneeland Road North,40.635,-123.87922,2216,Humboldt,PGE,2020-07-31,2021-01-11,ACTIVE
,,,,,,,,,
PG727,Jolon Hills,35.88446,-120.95584,1495,Monterey,PGE,2020-05-09,2021-01-11,ACTIVE
,,,,,,,,,
PG728,Annapolis Road,38.68015,-123.31299,722,Sonoma,PGE,2020-05-12,2021-01-11,ACTIVE
,,,,,,,,,
PG729,Morgan Valley Road West,38.88565,-122.53265,1279,Lake,PGE,2020-05-12,2020-12-03,INACTIVE
,,,,,,,,,
PG730,Hardin Road,38.59935,-122.3678,599,Napa,PGE,2020-05-07,2021-01-11,ACTIVE
,,,,,,,,,
PG731,High Line Trail Road,40.70631,-122.20566,1175,Shasta,PGE,2020-05-22,2021-01-11,ACTIVE
,,,,,,,,,
PG732,Clear Creek,40.49033,-122.54027,1080,Shasta,PGE,2020-05-15,2021-01-11,ACTIVE
,,,,,,,,,
PG733,Panoramic Highway,37.89113,-122.55637,754,Marin,PGE,2020-08-05,2021-01-11,ACTIVE
,,,,,,,,,
PG734,Rim View Drive,40.67488,-121.42767,4374,Shasta,PGE,2020-05-22,2020-12-03,INACTIVE
,,,,,,,,,
PG735,Calistoga-Lower Lake,38.68924,-122.59557,1523,Lake,PGE,2020-05-09,2021-01-11,ACTIVE
,,,,,,,,,
PG736,Honey Hill Drive,38.7932,-122.52677,1268,Lake,PGE,2020-05-08,2021-01-11,ACTIVE
,,,,,,,,,
