"MNET_SHORTNAME","NWSFIREZONE","ELEV_DEM","UNITS","TIMEZONE","SGID","SHORTNAME","ELEVATION","STID","WIMS_ID","GACC","MNET_LONGNAME","STATUS","PERIOD_OF_RECORD","LONGITUDE","COUNTY","STATE","CWA","NWSZONE","ID","MNET_ID","NAME","PROVIDERS","COUNTRY","SENSOR_VARIABLES","RESTRICTED","LATITUDE"
"SC-EDISON","SGX552","246.1","[object Object]","America/Los_Angeles","SC08","SC-EDISON","200","SE019","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.77321","Orange","CA","SGX","CA552","70862","231","SCE Laguna Beach 3","[object Object],[object Object]","US","[object Object]","false","33.54307"
"SC-EDISON","LOX379","3507.2","[object Object]","America/Los_Angeles","SC09","SC-EDISON","3508","SE021","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.12344","Los Angeles","CA","LOX","CA379","70864","231","SCE Aliso Canyon Rd","[object Object],[object Object]","US","[object Object]","false","34.42590"
"SC-EDISON","SGX552","869.4","[object Object]","America/Los_Angeles","SC08","SC-EDISON","900","SE024","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.75425","Orange","CA","SGX","CA552","70867","231","SCE Laguna Beach 4","[object Object],[object Object]","US","[object Object]","false","33.53430"
"SC-EDISON","LOX548","826.8","[object Object]","America/Los_Angeles","SC08","SC-EDISON","800","SE025","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.00588","Los Angeles","CA","LOX","CA548","70868","231","SCE Monrovia","[object Object],[object Object]","US","[object Object]","false","34.16462"
"SC-EDISON","LOX288","1863.5","[object Object]","America/Los_Angeles","SC08","SC-EDISON","1875","SE026","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.49066","Los Angeles","CA","LOX","CA088","71065","231","SCE Golden Valley","[object Object],[object Object]","US","[object Object]","false","34.39428"
"SC-EDISON","SGX255","7204.7","[object Object]","America/Los_Angeles","SC10","SC-EDISON","7225","SE027","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-116.85256","San Bernardino","CA","SGX","CA055","71066","231","SCE Barton Flats","[object Object],[object Object]","US","[object Object]","false","34.15954"
"SC-EDISON","LOX374","1207.3","[object Object]","America/Los_Angeles","SC08","SC-EDISON","1180","SE028","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.71381","Ventura","CA","LOX","CA374","71067","231","SCE Valley View","[object Object],[object Object]","US","[object Object]","false","34.30060"
"SC-EDISON","SGX255","5830.1","[object Object]","America/Los_Angeles","SC10","SC-EDISON","5800","SE029","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-116.86808","San Bernardino","CA","SGX","CA055","71071","231","SCE Barton Flats 2","[object Object],[object Object]","US","[object Object]","false","34.18308"
"SC-EDISON","LOX370","1003.9","[object Object]","America/Los_Angeles","SC08","SC-EDISON","947","SE030","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.60500","Los Angeles","CA","LOX","CA370","71082","231","SCE Greenleaf Canyon","[object Object],[object Object]","US","[object Object]","false","34.10083"
"SC-EDISON","LOX370","885.8","[object Object]","America/Los_Angeles","SC08","SC-EDISON","847","SE031","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.59944","Los Angeles","CA","LOX","CA370","71083","231","SCE Topanga Oaks","[object Object],[object Object]","US","[object Object]","false","34.09722"
"SC-EDISON","LOX288","1840.6","[object Object]","America/Los_Angeles","SC09","SC-EDISON","1850","SE032","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.59327","Los Angeles","CA","LOX","CA088","71307","231","SCE Castaic Lake","[object Object],[object Object]","US","[object Object]","false","34.51912"
"SC-EDISON","SGX248","2158.8","[object Object]","America/Los_Angeles","SC08","SC-EDISON","2160","SE033","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.33027","Riverside","CA","SGX","CA048","71308","231","SCE Gavilan Plateau","[object Object],[object Object]","US","[object Object]","false","33.79821"
"SC-EDISON","LOX288","1410.8","[object Object]","America/Los_Angeles","SC09","SC-EDISON","1400","SE034","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.63111","Los Angeles","CA","LOX","CA088","71309","231","SCE Castaic School","[object Object],[object Object]","US","[object Object]","false","34.47458"
"SC-EDISON","SGX256","3792.7","[object Object]","America/Los_Angeles","SC11","SC-EDISON","3800","SE035","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-116.80969","Riverside","CA","SGX","CA056","71310","231","SCE Twin Pines","[object Object],[object Object]","US","[object Object]","false","33.86744"
"SC-EDISON","SGX248","1669.9","[object Object]","America/Los_Angeles","SC08","SC-EDISON","1677","SE036","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.29394","Riverside","CA","SGX","CA048","71311","231","SCE Meadowbrook","[object Object],[object Object]","US","[object Object]","false","33.72528"
"SC-EDISON","LOX362","551.2","[object Object]","America/Los_Angeles","SC08","SC-EDISON","550","SE037","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.78153","Los Angeles","CA","LOX","CA362","71312","231","SCE Escondido Canyon","[object Object],[object Object]","US","[object Object]","false","34.03413"
"SC-EDISON","SGX256","3586","[object Object]","America/Los_Angeles","SC11","SC-EDISON","3802","SE038","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-116.85349","Riverside","CA","SGX","CA056","71313","231","SCE Poppet Flats","[object Object],[object Object]","US","[object Object]","false","33.85109"
"SC-EDISON","LOX350","210","[object Object]","America/Los_Angeles","SC08","SC-EDISON","200","SE039","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-119.53849","Santa Barbara","CA","LOX","CA350","71456","231","SCE Paredon Arroyo","[object Object],[object Object]","US","[object Object]","false","34.41950"
"SC-EDISON","LOX358","882.5","[object Object]","America/Los_Angeles","SC08","SC-EDISON","880","SE040","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.70645","Ventura","CA","LOX","CA358","71464","231","SCE Highway 126","[object Object],[object Object]","US","[object Object]","false","34.40222"
"SC-EDISON","LOX288","1594.5","[object Object]","America/Los_Angeles","SC09","SC-EDISON","1600","SE041","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.67638","Los Angeles","CA","LOX","CA088","71465","231","SCE Hasley Canyon","[object Object],[object Object]","US","[object Object]","false","34.47540"
"SC-EDISON","LOX288","1578.1","[object Object]","America/Los_Angeles","SC09","SC-EDISON","1575","SE042","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.41527","Los Angeles","CA","LOX","CA088","71477","231","SCE Oak Spring Canyon","[object Object],[object Object]","US","[object Object]","false","34.42341"
"SC-EDISON","LOX374","718.5","[object Object]","America/Los_Angeles","SC08","SC-EDISON","700","SE043","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.99326","Ventura","CA","LOX","CA374","71717","231","SCE Bradley Rd","[object Object],[object Object]","US","[object Object]","false","34.30528"
"SC-EDISON","LOX375","1991.5","[object Object]","America/Los_Angeles","SC08","SC-EDISON","1980","SE044","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-119.00992","Ventura","CA","LOX","CA375","71718","231","SCE South Mountain","[object Object],[object Object]","US","[object Object]","false","34.33457"
"SC-EDISON","LOX358","882.5","[object Object]","America/Los_Angeles","SC08","SC-EDISON","880","SE045","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-119.00779","Ventura","CA","LOX","CA358","71719","231","SCE Toland Park","[object Object],[object Object]","US","[object Object]","false","34.38932"
"SC-EDISON","LOX358","1335.3","[object Object]","America/Los_Angeles","SC08","SC-EDISON","1330","SE046","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-119.18332","Ventura","CA","LOX","CA358","71720","231","SCE Thacher Canyon","[object Object],[object Object]","US","[object Object]","false","34.46244"
"SC-EDISON","LOX358","2680.4","[object Object]","America/Los_Angeles","SC08","SC-EDISON","2600","SE047","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-119.20123","Ventura","CA","LOX","CA358","71732","231","SCE Sulphur Mountain","[object Object],[object Object]","US","[object Object]","false","34.41015"
"SC-EDISON","LOX358","351","[object Object]","America/Los_Angeles","SC08","SC-EDISON","345","SE048","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.98970","Ventura","CA","LOX","CA358","71819","231","SCE Balcom Canyon","[object Object],[object Object]","US","[object Object]","false","34.35449"
"SC-EDISON","LOX358","492.1","[object Object]","America/Los_Angeles","SC08","SC-EDISON","475","SE049","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.93335","Ventura","CA","LOX","CA358","71820","231","SCE Fillmore","[object Object],[object Object]","US","[object Object]","false","34.41516"
"SC-EDISON","SGX248","2647.6","[object Object]","America/Los_Angeles","SC08","SC-EDISON","2656","SE050","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.40861","San Bernardino","CA","SGX","CA048","71821","231","SCE Devore Heights","[object Object],[object Object]","US","[object Object]","false","34.24051"
"SC-EDISON","LOX349","315","[object Object]","America/Los_Angeles","SC08","SC-EDISON","320","SE051","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-119.90530","Santa Barbara","CA","LOX","CA349","71824","231","SCE Winchester Canyon","[object Object],[object Object]","US","[object Object]","false","34.46722"
"SC-EDISON","LOX349","433.1","[object Object]","America/Los_Angeles","SC08","SC-EDISON","390","SE052","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-119.92310","Santa Barbara","CA","LOX","CA349","71825","231","SCE Eagle Canyon","[object Object],[object Object]","US","[object Object]","false","34.45472"
"SC-EDISON","LOX352","872.7","[object Object]","America/Los_Angeles","SC08","SC-EDISON","843","SE053","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-119.59072","Santa Barbara","CA","LOX","CA352","71909","231","SCE Romero Canyon","[object Object],[object Object]","US","[object Object]","false","34.45209"
"SC-EDISON","LOX350","794","[object Object]","America/Los_Angeles","SC08","SC-EDISON","795","SE054","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-119.79747","Santa Barbara","CA","LOX","CA350","71910","231","SCE San Marcos Rd","[object Object],[object Object]","US","[object Object]","false","34.47607"
"SC-EDISON","LOX380","2496.7","[object Object]","America/Los_Angeles","SC09","SC-EDISON","2488","SE055","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.22677","Los Angeles","CA","LOX","CA380","71911","231","SCE Briggs Terrace","[object Object],[object Object]","US","[object Object]","false","34.24293"
"SC-EDISON","SGX248","1499.3","[object Object]","America/Los_Angeles","SC08","SC-EDISON","1580","SE056","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.38849","Riverside","CA","SGX","CA048","71946","231","SCE Lake Mathews","[object Object],[object Object]","US","[object Object]","false","33.82899"
"SC-EDISON","LOX374","879.3","[object Object]","America/Los_Angeles","SC08","SC-EDISON","870","SE057","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.96018","Ventura","CA","LOX","CA374","71953","231","SCE Bixby Rd","[object Object],[object Object]","US","[object Object]","false","34.31861"
"SC-EDISON","HNX596","3943.6","[object Object]","America/Los_Angeles","SC03","SC-EDISON","3930","SE058","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.33800","Kern","CA","HNX","CA334","71954","231","SCE Tehachapi Valley","[object Object],[object Object]","US","[object Object]","false","35.11860"
"SC-EDISON","HNX596","5121.4","[object Object]","America/Los_Angeles","SC03","SC-EDISON","5115","SE059","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.67716","Kern","CA","HNX","CA334","71958","231","SCE Bear Mountain","[object Object],[object Object]","US","[object Object]","false","35.19867"
"SC-EDISON","HNX596","5784.1","[object Object]","America/Los_Angeles","SC03","SC-EDISON","5764","SE060","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.57980","Kern","CA","HNX","CA334","71959","231","SCE Bear Mountain 2","[object Object],[object Object]","US","[object Object]","false","35.16111"
"SC-EDISON","SGX255","4527.6","[object Object]","America/Los_Angeles","SC09","SC-EDISON","4540","SE061","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.56850","San Bernardino","CA","SGX","CA055","71975","231","SCE Highway 138","[object Object],[object Object]","US","[object Object]","false","34.36880"
"SC-EDISON","LOX379","2949.5","[object Object]","America/Los_Angeles","SC09","SC-EDISON","2950","SE062","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.27430","Los Angeles","CA","LOX","CA379","71982","231","SCE Antelope Valley Fwy","[object Object],[object Object]","US","[object Object]","false","34.49386"
"SC-EDISON","LOX379","5213.3","[object Object]","America/Los_Angeles","SC09","SC-EDISON","5182","SE063","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.21676","Los Angeles","CA","LOX","CA379","71983","231","SCE Sierra Pelona","[object Object],[object Object]","US","[object Object]","false","34.54670"
"SC-EDISON","SGX248","2408.1","[object Object]","America/Los_Angeles","SC09","SC-EDISON","2400","SE064","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.43549","San Bernardino","CA","SGX","CA048","72006","231","SCE Cajon Pass","[object Object],[object Object]","US","[object Object]","false","34.24031"
"SC-EDISON","SGX554","977.7","[object Object]","America/Los_Angeles","SC08","SC-EDISON","975","SE065","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.67570","Orange","CA","SGX","CA554","72007","231","SCE Black Star Canyon Rd","[object Object],[object Object]","US","[object Object]","false","33.75450"
"SC-EDISON","SGX554","534.8","[object Object]","America/Los_Angeles","SC08","SC-EDISON","550","SE066","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.80140","Orange","CA","SGX","CA554","72008","231","SCE Cerro Villa Heights","[object Object],[object Object]","US","[object Object]","false","33.82880"
"SC-EDISON","HNX596","3923.9","[object Object]","America/Los_Angeles","SC03","SC-EDISON","3930","SE067","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.57779","Kern","CA","HNX","CA334","72020","231","SCE Cummings Valley","[object Object],[object Object]","US","[object Object]","false","35.10906"
"SC-EDISON","LOX352","3490.8","[object Object]","America/Los_Angeles","SC09","SC-EDISON","3510","SE068","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-119.77265","Santa Barbara","CA","LOX","CA352","72021","231","SCE Camino Cielo Rd","[object Object],[object Object]","US","[object Object]","false","34.51048"
"SC-EDISON","SGX248","1912.7","[object Object]","America/Los_Angeles","SC08","SC-EDISON","1925","SE069","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-116.96332","Riverside","CA","SGX","CA048","72022","231","SCE Sage","[object Object],[object Object]","US","[object Object]","false","33.57388"
"SC-EDISON","SGX248","2152.2","[object Object]","America/Los_Angeles","SC08","SC-EDISON","2157","SE070","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.39847","Riverside","CA","SGX","CA048","72048","231","SCE Estelle Mountain Rd","[object Object],[object Object]","US","[object Object]","false","33.76649"
"SC-EDISON","LOX379","3024.9","[object Object]","America/Los_Angeles","SC09","SC-EDISON","3004","SE071","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.46329","Los Angeles","CA","LOX","CA379","72070","231","SCE Lake Canyon","[object Object],[object Object]","US","[object Object]","false","34.65587"
"SC-EDISON","SGX257","2073.5","[object Object]","America/Los_Angeles","SC08","SC-EDISON","2130","SE072","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.42086","Riverside","CA","SGX","CA057","72074","231","SCE Ortega Falls","[object Object],[object Object]","US","[object Object]","false","33.62195"
"SC-EDISON","SGX250","1128.6","[object Object]","America/Los_Angeles","SC08","SC-EDISON","1135","SE073","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.17798","San Diego","CA","SGX","CA050","72075","231","SCE Temecula Canyon","[object Object],[object Object]","US","[object Object]","false","33.41945"
"SC-EDISON","SGX248","2769","[object Object]","America/Los_Angeles","SC08","SC-EDISON","2770","SE074","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-116.88865","Riverside","CA","SGX","CA048","72076","231","SCE Weber Valley","[object Object],[object Object]","US","[object Object]","false","33.59391"
"SC-EDISON","LOX381","3287.4","[object Object]","America/Los_Angeles","SC09","SC-EDISON","3720","SE075","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.28301","Los Angeles","CA","LOX","CA381","72077","231","SCE Leona Valley","[object Object],[object Object]","US","[object Object]","false","34.60159"
"SC-EDISON","SGX248","2185","[object Object]","America/Los_Angeles","SC11","SC-EDISON","2204","SE076","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-116.85074","Riverside","CA","SGX","CA048","72151","231","SCE Aguanga","[object Object],[object Object]","US","[object Object]","false","33.44717"
"SC-EDISON","SGX248","2388.5","[object Object]","America/Los_Angeles","SC08","SC-EDISON","2392","SE077","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-116.89497","Riverside","CA","SGX","CA048","72152","231","SCE Wilson Valley Rd","[object Object],[object Object]","US","[object Object]","false","33.52996"
"SC-EDISON","SGX248","1584.6","[object Object]","America/Los_Angeles","SC08","SC-EDISON","1579","SE078","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.18817","Riverside","CA","SGX","CA048","72153","231","SCE Temecula","[object Object],[object Object]","US","[object Object]","false","33.49929"
"SC-EDISON","LOX375","3454.7","[object Object]","America/Los_Angeles","SC08","SC-EDISON","3454","SE079","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.58422","Los Angeles","CA","LOX","CA375","72154","231","SCE Oat Mountain","[object Object],[object Object]","US","[object Object]","false","34.32419"
"SC-EDISON","SGX554","1115.5","[object Object]","America/Los_Angeles","SC08","SC-EDISON","1128","SE080","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.56999","Orange","CA","SGX","CA554","72163","231","SCE Trabuco Canyon","[object Object],[object Object]","US","[object Object]","false","33.66522"
"SC-EDISON","SGX554","797.2","[object Object]","America/Los_Angeles","SC08","SC-EDISON","830","SE081","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.74691","Orange","CA","SGX","CA554","72165","231","SCE Santiago Canyon Rd","[object Object],[object Object]","US","[object Object]","false","33.77908"
"SC-EDISON","LOX376","1614.2","[object Object]","America/Los_Angeles","SC08","SC-EDISON","1614","SE082","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-119.06824","Ventura","CA","LOX","CA376","72178","231","SCE Anlauf Canyon","[object Object],[object Object]","US","[object Object]","false","34.42221"
"SC-EDISON","SGX255","5203.4","[object Object]","America/Los_Angeles","SC10","SC-EDISON","5199","SE083","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-116.92652","San Bernardino","CA","SGX","CA055","72181","231","SCE Big Falls","[object Object],[object Object]","US","[object Object]","false","34.09037"
"SC-EDISON","SGX257","2614.8","[object Object]","America/Los_Angeles","SC08","SC-EDISON","2640","SE084","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.39990","Riverside","CA","SGX","CA057","72190","231","SCE Ortega Hwy","[object Object],[object Object]","US","[object Object]","false","33.65720"
"SC-EDISON","SGX255","4573.5","[object Object]","America/Los_Angeles","SC08","SC-EDISON","4565","SE085","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-116.97013","San Bernardino","CA","SGX","CA055","72191","231","SCE Pisgah Peak","[object Object],[object Object]","US","[object Object]","false","34.03479"
"SC-EDISON","LOX375","2375.3","[object Object]","America/Los_Angeles","SC08","SC-EDISON","1515","SE086","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.71467","Ventura","CA","LOX","CA375","72206","231","SCE Tapo Canyon","[object Object],[object Object]","US","[object Object]","false","34.35599"
"SC-EDISON","HNX595","2805.1","[object Object]","America/Los_Angeles","SC03","SC-EDISON","2800","SE087","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.24960","Kern","CA","HNX","CA332","72472","231","SCE Weldon","[object Object],[object Object]","US","[object Object]","false","35.63626"
"SC-EDISON","REV421","7024.3","[object Object]","America/Los_Angeles","GB11","SC-EDISON","7015","SE088","null","GBCC","Southern California Edison","ACTIVE","[object Object]","-119.21818","Mono","CA","REV","CA073","72486","231","SCE Green Creek","[object Object],[object Object]","US","[object Object]","false","38.17293"
"SC-EDISON","REV421","8812.3","[object Object]","America/Los_Angeles","GB11","SC-EDISON","8822","SE089","null","GBCC","Southern California Edison","ACTIVE","[object Object]","-119.19795","Mono","CA","REV","CA073","72496","231","SCE Virginia Lakes","[object Object],[object Object]","US","[object Object]","false","38.07717"
"SC-EDISON","LOX380","1453.4","[object Object]","America/Los_Angeles","SC08","SC-EDISON","1455","SE090","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.98355","Los Angeles","CA","LOX","CA380","72499","231","SCE Monrovia Canyon Park","[object Object],[object Object]","US","[object Object]","false","34.17664"
"SC-EDISON","LOX376","2149","[object Object]","America/Los_Angeles","SC09","SC-EDISON","2133","SE091","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-119.11693","Ventura","CA","LOX","CA376","72500","231","SCE Bear Canyon","[object Object],[object Object]","US","[object Object]","false","34.44950"
"SC-EDISON","SGX256","5456","[object Object]","America/Los_Angeles","SC11","SC-EDISON","5470","SE092","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-116.74590","Riverside","CA","SGX","CA056","72501","231","SCE Idyllwild West Ridge","[object Object],[object Object]","US","[object Object]","false","33.72691"
"SC-EDISON","SGX256","5826.8","[object Object]","America/Los_Angeles","SC11","SC-EDISON","5905","SE093","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-116.69598","Riverside","CA","SGX","CA056","72503","231","SCE Idyllwild Ridge","[object Object],[object Object]","US","[object Object]","false","33.74605"
"SC-EDISON","SGX255","3982.9","[object Object]","America/Los_Angeles","SC10","SC-EDISON","4000","SE095","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.08143","San Bernardino","CA","SGX","CA055","72757","231","SCE Alder Creek","[object Object],[object Object]","US","[object Object]","false","34.16769"
"SC-EDISON","SGX554","1118.8","[object Object]","America/Los_Angeles","SC08","SC-EDISON","1140","SE096","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.64952","Orange","CA","SGX","CA554","72776","231","SCE Santiago Canyon","[object Object],[object Object]","US","[object Object]","false","33.72706"
"SC-EDISON","SGX554","1469.8","[object Object]","America/Los_Angeles","SC08","SC-EDISON","1480","SE097","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.66161","Orange","CA","SGX","CA554","72777","231","SCE Baker Canyon","[object Object],[object Object]","US","[object Object]","false","33.76731"
"SC-EDISON","SGX257","1706","[object Object]","America/Los_Angeles","SC08","SC-EDISON","1725","SE098","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-117.57174","Orange","CA","SGX","CA057","72778","231","SCE Trabuco Canyon 2","[object Object],[object Object]","US","[object Object]","false","33.67511"
"SC-EDISON","LOX373","1479.7","[object Object]","America/Los_Angeles","SC09","SC-EDISON","1475","SE099","null","SOCC","Southern California Edison","ACTIVE","[object Object]","-118.30345","Los Angeles","CA","LOX","CA373","72828","231","SCE Big Tujunga Canyon Rd","[object Object],[object Object]","US","[object Object]","false","34.27409"
